Designator,Mid X,Mid Y,Rotation,Layer
J1,213.36,-96.52,270.0,bottom
MB1,106.775,-71.215,0.0,top
MB10,208.375,-96.615,0.0,top
MB11,106.775,-122.015,0.0,top
MB12,132.175,-122.015,0.0,top
MB13,157.575,-122.015,0.0,top
MB14,182.975,-122.015,0.0,top
MB15,208.375,-122.015,0.0,top
MB2,132.175,-71.215,0.0,top
MB3,157.575,-71.215,0.0,top
MB4,182.975,-71.215,0.0,top
MB5,208.375,-71.215,0.0,top
MB6,106.775,-96.615,0.0,top
MB7,132.175,-96.615,0.0,top
MB8,157.575,-96.615,0.0,top
MB9,182.975,-96.615,0.0,top
